% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12050, driver 12040. OpenMP threads 1. 
% device 0: Tesla V100-SXM2-16GB, 1530.0 MHz clock, 16144.1 MiB memory, capability 7.0
% Mon Sep  9 02:17:54 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm [options] [-h|--help]

% If running lapack (option --lapack), MAGMA and cuBLAS error are both computed
% relative to CPU BLAS result. Else, MAGMA error is computed relative to cuBLAS result.

% transA = No transpose, transB = No transpose
%   M     N     K   MAGMA Gflop/s (ms)  cuBLAS Gflop/s (ms)   CPU Gflop/s (ms)  MAGMA error  cuBLAS error
%========================================================================================================
 7232  7232  7232   5798.01 ( 130.47)    7120.94 ( 106.24)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5856.17 ( 129.18)    7240.77 ( 104.48)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5898.95 ( 128.24)    7252.70 ( 104.31)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5857.84 ( 129.14)    7287.92 ( 103.80)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5884.90 ( 128.55)    7260.16 ( 104.20)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5891.46 ( 128.41)    7366.26 ( 102.70)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5913.94 ( 127.92)    7423.46 ( 101.91)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5821.24 ( 129.95)    7314.97 ( 103.42)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5804.36 ( 130.33)    7244.29 ( 104.43)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5669.72 ( 133.43)    7115.26 ( 106.32)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5929.29 ( 127.59)    7357.10 ( 102.82)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   6010.74 ( 125.86)    7429.65 ( 101.82)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5856.57 ( 129.17)    7210.81 ( 104.91)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5854.53 ( 129.22)    7383.52 ( 102.46)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5949.80 ( 127.15)    7376.69 ( 102.55)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5894.72 ( 128.33)    7340.25 ( 103.06)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5852.18 ( 129.27)    7256.95 ( 104.24)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   5910.11 ( 128.00)    7464.39 ( 101.35)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   6076.65 ( 124.49)    7551.21 ( 100.18)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   6196.24 ( 122.09)    7167.03 ( 105.55)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   6327.20 ( 119.56)    7577.75 (  99.83)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   6332.55 ( 119.46)    7635.71 (  99.07)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   6088.09 ( 124.26)    7625.03 (  99.21)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   6196.45 ( 122.09)    7224.93 ( 104.71)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   6282.54 ( 120.41)    7236.54 ( 104.54)     ---   (  ---  )    9.52e-19        ---    ok
 7232  7232  7232   6132.77 ( 123.35)    7232.39 ( 104.60)     ---   (  ---  )    9.52e-19        ---    ok
 8256  8256  8256   5700.12 ( 197.45)    7104.48 ( 158.42)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5764.71 ( 195.24)    7257.53 ( 155.08)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5694.87 ( 197.63)    6976.19 ( 161.33)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5855.18 ( 192.22)    7178.43 ( 156.79)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5742.87 ( 195.98)    7176.18 ( 156.84)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5796.68 ( 194.16)    7006.86 ( 160.63)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5791.94 ( 194.32)    6994.22 ( 160.92)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5891.78 ( 191.03)    7368.67 ( 152.74)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5839.96 ( 192.72)    7257.15 ( 155.09)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5783.36 ( 194.61)    7245.15 ( 155.34)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5667.68 ( 198.58)    7090.20 ( 158.74)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5784.46 ( 194.57)    7059.74 ( 159.42)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5703.70 ( 197.32)    7152.65 ( 157.35)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5780.31 ( 194.71)    7228.77 ( 155.69)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5586.86 ( 201.45)    6747.42 ( 166.80)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5881.53 ( 191.36)    7420.46 ( 151.67)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5877.10 ( 191.50)    7388.11 ( 152.34)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5776.27 ( 194.85)    7155.14 ( 157.30)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5690.61 ( 197.78)    7137.41 ( 157.69)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5863.51 ( 191.95)    7153.37 ( 157.34)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5717.44 ( 196.85)    7123.71 ( 157.99)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5832.45 ( 192.97)    7132.78 ( 157.79)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5878.33 ( 191.46)    7089.70 ( 158.75)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5763.47 ( 195.28)    7189.25 ( 156.55)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5702.03 ( 197.38)    6845.31 ( 164.42)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5750.95 ( 195.70)    7289.26 ( 154.40)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5694.42 ( 197.65)    7227.28 ( 155.73)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5778.97 ( 194.76)    7235.64 ( 155.55)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5735.97 ( 196.22)    6933.48 ( 162.33)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5840.84 ( 192.69)    7400.75 ( 152.08)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5718.51 ( 196.81)    7224.59 ( 155.79)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5839.11 ( 192.75)    7237.36 ( 155.51)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5842.63 ( 192.63)    7298.81 ( 154.20)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5638.30 ( 199.61)    7092.83 ( 158.68)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5763.29 ( 195.28)    6977.46 ( 161.30)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5788.33 ( 194.44)    6921.87 ( 162.60)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5752.45 ( 195.65)    7303.68 ( 154.10)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5754.12 ( 195.60)    7212.19 ( 156.05)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5786.13 ( 194.51)    7153.60 ( 157.33)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5735.92 ( 196.22)    7162.48 ( 157.14)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5888.69 ( 191.13)    7340.94 ( 153.32)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5831.85 ( 192.99)    7307.39 ( 154.02)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5882.42 ( 191.33)    7360.58 ( 152.91)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5709.00 ( 197.14)    6894.87 ( 163.23)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5712.10 ( 197.04)    7148.47 ( 157.44)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5679.10 ( 198.18)    7058.05 ( 159.46)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5737.31 ( 196.17)    7108.47 ( 158.33)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5674.86 ( 198.33)    7206.23 ( 156.18)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5647.21 ( 199.30)    6889.54 ( 163.36)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5765.38 ( 195.21)    7176.91 ( 156.82)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5819.43 ( 193.40)    7195.87 ( 156.41)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5795.31 ( 194.21)    7308.09 ( 154.01)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5753.44 ( 195.62)    6565.87 ( 171.41)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5716.88 ( 196.87)    7151.82 ( 157.37)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5786.52 ( 194.50)    7224.55 ( 155.79)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5844.51 ( 192.57)    7316.23 ( 153.83)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5738.31 ( 196.14)    7140.80 ( 157.61)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5781.20 ( 194.68)    7185.03 ( 156.64)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5777.96 ( 194.79)    6993.05 ( 160.94)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5849.37 ( 192.41)    7403.28 ( 152.02)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5713.69 ( 196.98)    7316.32 ( 153.83)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5718.46 ( 196.82)    7026.41 ( 160.18)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5898.39 ( 190.81)    7450.67 ( 151.06)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5749.42 ( 195.76)    7188.01 ( 156.58)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5734.21 ( 196.28)    7077.76 ( 159.02)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5812.97 ( 193.62)    7287.75 ( 154.43)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5755.89 ( 195.54)    7156.38 ( 157.27)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5764.61 ( 195.24)    7097.66 ( 158.57)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5835.45 ( 192.87)    7037.65 ( 159.92)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5777.90 ( 194.79)    7107.97 ( 158.34)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5715.82 ( 196.91)    7240.40 ( 155.44)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5850.16 ( 192.38)    7196.92 ( 156.38)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5713.98 ( 196.97)    7256.54 ( 155.10)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5813.66 ( 193.59)    7283.35 ( 154.53)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5798.26 ( 194.11)    7354.08 ( 153.04)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5768.57 ( 195.11)    7239.74 ( 155.46)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5704.08 ( 197.31)    7234.71 ( 155.57)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5705.58 ( 197.26)    7139.81 ( 157.63)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5821.44 ( 193.33)    7053.53 ( 159.56)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5822.71 ( 193.29)    7370.69 ( 152.70)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5665.17 ( 198.67)    7194.72 ( 156.43)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5839.66 ( 192.73)    7419.44 ( 151.69)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5790.83 ( 194.36)    7179.20 ( 156.77)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5696.11 ( 197.59)    7238.95 ( 155.48)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5728.96 ( 196.46)    6889.84 ( 163.35)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5938.85 ( 189.51)    7294.88 ( 154.28)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5693.20 ( 197.69)    7221.90 ( 155.84)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5778.88 ( 194.76)    7235.74 ( 155.54)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5646.16 ( 199.34)    7168.73 ( 157.00)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5624.27 ( 200.11)    7051.72 ( 159.60)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5720.52 ( 196.74)    7269.06 ( 154.83)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5869.62 ( 191.75)    7246.41 ( 155.32)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5680.72 ( 198.12)    7048.98 ( 159.67)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5897.95 ( 190.83)    7181.35 ( 156.72)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5665.23 ( 198.66)    7089.84 ( 158.75)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5812.75 ( 193.62)    7284.16 ( 154.51)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5822.25 ( 193.31)    7284.92 ( 154.50)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5698.76 ( 197.50)    7077.54 ( 159.02)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5769.43 ( 195.08)    7241.00 ( 155.43)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5656.44 ( 198.97)    7013.79 ( 160.47)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5781.10 ( 194.68)    7190.67 ( 156.52)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5806.40 ( 193.84)    7322.93 ( 153.69)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5877.14 ( 191.50)    7221.40 ( 155.85)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5743.35 ( 195.96)    7194.07 ( 156.45)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5836.24 ( 192.84)    7291.86 ( 154.35)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5818.88 ( 193.42)    7249.95 ( 155.24)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5928.62 ( 189.84)    7451.02 ( 151.05)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5745.75 ( 195.88)    7315.65 ( 153.85)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5758.00 ( 195.46)    7280.45 ( 154.59)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5820.26 ( 193.37)    7315.45 ( 153.85)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5872.11 ( 191.67)    7070.02 ( 159.19)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5723.11 ( 196.66)    7179.07 ( 156.77)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5766.06 ( 195.19)    7095.52 ( 158.62)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5796.94 ( 194.15)    7205.58 ( 156.20)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5871.49 ( 191.69)    7142.98 ( 157.56)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5748.83 ( 195.78)    7179.24 ( 156.77)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5893.51 ( 190.97)    7234.30 ( 155.58)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5879.48 ( 191.43)    7375.24 ( 152.60)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5817.12 ( 193.48)    7379.78 ( 152.51)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5691.90 ( 197.73)    7088.54 ( 158.78)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5808.65 ( 193.76)    7285.34 ( 154.49)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5729.89 ( 196.42)    6986.11 ( 161.10)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5848.97 ( 192.42)    7207.71 ( 156.15)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5758.39 ( 195.45)    7296.20 ( 154.26)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5749.95 ( 195.74)    7304.11 ( 154.09)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5788.03 ( 194.45)    7094.83 ( 158.63)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5840.75 ( 192.69)    7204.65 ( 156.22)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5793.31 ( 194.27)    7305.35 ( 154.06)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5804.75 ( 193.89)    7096.27 ( 158.60)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5799.64 ( 194.06)    7250.70 ( 155.22)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5923.69 ( 190.00)    7401.33 ( 152.07)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5716.68 ( 196.88)    6998.09 ( 160.83)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5678.21 ( 198.21)    6929.47 ( 162.42)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5716.54 ( 196.88)    7132.65 ( 157.79)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5672.34 ( 198.42)    7054.60 ( 159.54)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5791.13 ( 194.35)    7257.01 ( 155.09)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5800.41 ( 194.04)    7124.30 ( 157.98)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5744.70 ( 195.92)    7114.80 ( 158.19)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5727.04 ( 196.52)    7167.64 ( 157.02)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5840.54 ( 192.70)    7307.11 ( 154.03)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5752.24 ( 195.66)    7309.10 ( 153.98)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5733.78 ( 196.29)    7281.71 ( 154.56)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5736.88 ( 196.18)    7203.88 ( 156.23)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5833.97 ( 192.92)    7317.31 ( 153.81)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5703.50 ( 197.33)    7146.51 ( 157.49)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5762.61 ( 195.31)    7242.81 ( 155.39)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5776.37 ( 194.84)    7320.46 ( 153.74)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5834.88 ( 192.89)    7406.30 ( 151.96)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5721.95 ( 196.70)    7175.91 ( 156.84)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5827.92 ( 193.12)    7316.18 ( 153.83)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5704.98 ( 197.28)    7195.22 ( 156.42)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5878.76 ( 191.45)    7402.55 ( 152.04)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5708.95 ( 197.14)    7231.05 ( 155.65)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5792.95 ( 194.28)    7217.70 ( 155.93)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5857.10 ( 192.16)    7346.50 ( 153.20)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5871.31 ( 191.69)    7277.09 ( 154.66)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5839.87 ( 192.72)    7405.61 ( 151.98)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5766.54 ( 195.17)    6911.33 ( 162.85)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5707.92 ( 197.18)    7143.57 ( 157.55)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5761.76 ( 195.34)    7190.57 ( 156.52)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5845.21 ( 192.55)    7137.31 ( 157.69)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5761.57 ( 195.34)    7099.50 ( 158.53)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5782.36 ( 194.64)    7328.32 ( 153.58)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5826.26 ( 193.17)    7295.06 ( 154.28)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5776.33 ( 194.84)    7271.45 ( 154.78)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5766.89 ( 195.16)    7316.31 ( 153.83)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5828.20 ( 193.11)    7243.94 ( 155.37)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5775.17 ( 194.88)    7186.81 ( 156.60)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5846.40 ( 192.51)    7285.63 ( 154.48)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5764.09 ( 195.26)    7198.67 ( 156.35)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5728.03 ( 196.49)    7155.78 ( 157.28)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5714.04 ( 196.97)    7264.60 ( 154.93)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5877.99 ( 191.47)    7350.63 ( 153.11)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5835.30 ( 192.87)    7384.04 ( 152.42)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5747.74 ( 195.81)    7209.64 ( 156.11)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5779.47 ( 194.74)    7076.68 ( 159.04)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5857.50 ( 192.14)    7339.21 ( 153.35)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5918.14 ( 190.18)    7441.06 ( 151.25)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5711.23 ( 197.06)    7229.05 ( 155.69)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5711.00 ( 197.07)    7135.68 ( 157.73)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5690.00 ( 197.80)    7233.89 ( 155.58)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5833.66 ( 192.93)    7207.44 ( 156.16)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5729.95 ( 196.42)    7250.24 ( 155.23)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5884.79 ( 191.25)    7111.74 ( 158.26)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5787.65 ( 194.46)    7203.01 ( 156.25)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5837.15 ( 192.81)    7313.47 ( 153.89)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5737.05 ( 196.18)    7104.34 ( 158.42)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5656.69 ( 198.96)    7087.70 ( 158.79)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5687.91 ( 197.87)    7239.28 ( 155.47)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5724.99 ( 196.59)    7146.28 ( 157.49)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5722.03 ( 196.69)    7146.96 ( 157.48)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5642.29 ( 199.47)    7157.56 ( 157.24)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5885.06 ( 191.24)    7374.70 ( 152.61)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5825.57 ( 193.20)    7306.39 ( 154.04)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5843.88 ( 192.59)    7430.89 ( 151.46)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5740.56 ( 196.06)    7287.66 ( 154.44)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5660.99 ( 198.81)    7208.90 ( 156.12)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5803.65 ( 193.93)    7210.34 ( 156.09)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5666.17 ( 198.63)    7206.83 ( 156.17)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5766.03 ( 195.19)    7213.11 ( 156.03)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5818.11 ( 193.44)    7300.05 ( 154.17)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5844.02 ( 192.59)    7329.04 ( 153.56)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5761.90 ( 195.33)    7314.17 ( 153.88)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5831.97 ( 192.99)    7226.91 ( 155.74)     ---   (  ---  )    7.83e-19        ---    ok
 8256  8256  8256   5830.11 ( 193.05)    7310.19 ( 153.96)     ---   (  ---  )    7.83e-19        ---    ok
